,open,high,low,close,volume
2021-02-19 12:45:00,129.49001,129.50999,129.03000,129.33501,3744796
2021-02-19 13:00:00,129.33000,129.39931,128.86000,128.87010,3113910
2021-02-19 13:15:00,128.87000,129.13000,128.80000,128.98000,2079721
2021-02-19 13:30:00,128.96500,129.28500,128.83000,129.24500,1783517
2021-02-19 13:45:00,129.24500,129.28999,128.94009,129.11130,1718536
2021-02-19 14:00:00,129.13000,129.53999,129.11501,129.21001,1796526
2021-02-19 14:15:00,129.20500,129.41000,128.82001,128.88499,2068566
2021-02-19 14:30:00,128.88049,129.11000,128.87000,129.08501,2399447
2021-02-19 14:45:00,129.08000,129.65500,129.02000,129.64500,1784136
2021-02-19 15:00:00,129.64000,129.94000,129.58000,129.76500,2906080
2021-02-19 15:15:00,129.75999,129.95000,129.71001,129.89000,2120247
2021-02-19 15:30:00,129.89500,129.99001,129.82500,129.84500,2616537
2021-02-19 15:45:00,129.84500,130.09990,129.74001,129.85001,5487725
2021-02-22 09:30:00,128.00999,129.72000,127.87000,128.56931,10848053
2021-02-22 09:45:00,128.58000,129.05000,128.39999,128.48500,3906484
2021-02-22 10:00:00,128.48000,128.84000,127.88000,128.16000,4435843
2021-02-22 10:15:00,128.14999,128.14999,126.82000,127.11030,7221751
2021-02-22 10:30:00,127.11000,127.20000,126.54000,127.05000,6048485
2021-02-22 10:45:00,127.05000,127.05000,125.60000,125.92500,7295894
2021-02-22 11:00:00,125.92000,126.45000,125.79000,126.36160,4267262
2021-02-22 11:15:00,126.36500,126.98000,126.17000,126.86990,3431160
2021-02-22 11:30:00,126.86000,127.18000,126.63000,127.06500,2850584
2021-02-22 11:45:00,127.06500,127.24000,126.78000,126.90500,2257062
2021-02-22 12:00:00,126.90000,126.90000,126.50000,126.53500,2098053
2021-02-22 12:15:00,126.53000,126.76000,126.50000,126.71800,1862924
2021-02-22 12:30:00,126.71500,127.12000,126.64000,127.04000,2057447
2021-02-22 12:45:00,127.04500,127.25500,126.94010,127.25500,1660842
2021-02-22 13:00:00,127.25010,127.30000,126.94000,127.08000,1571544
2021-02-22 13:15:00,127.08000,127.32000,127.04990,127.26000,1440849
2021-02-22 13:30:00,127.25000,127.63000,127.24080,127.61920,2019234
2021-02-22 13:45:00,127.61000,127.96000,127.52000,127.76000,2062438
2021-02-22 14:00:00,127.77000,127.80600,127.48570,127.52000,1885152
2021-02-22 14:15:00,127.51930,127.82000,127.51500,127.66000,1276395
2021-02-22 14:30:00,127.67000,127.71000,127.41000,127.42990,1690704
2021-02-22 14:45:00,127.43000,127.55000,127.19000,127.28500,1722343
2021-02-22 15:00:00,127.28500,127.29500,126.75000,126.80500,3083372
2021-02-22 15:15:00,126.80690,127.00000,126.46100,126.48870,3326277
2021-02-22 15:30:00,126.48000,126.75000,126.14000,126.29990,4447684
2021-02-22 15:45:00,126.30000,126.54500,126.00000,126.00000,9308528
2021-02-23 09:30:00,123.76000,123.79000,120.34000,120.58100,23629290
2021-02-23 09:45:00,120.63000,121.90000,118.39000,121.73000,16313602
2021-02-23 10:00:00,121.73000,122.45000,121.40000,121.88000,8574624
2021-02-23 10:15:00,121.88000,123.22000,121.54500,123.20000,7117676
2021-02-23 10:30:00,123.20000,123.29000,122.57000,123.25500,5111773
2021-02-23 10:45:00,123.26000,123.93000,123.12500,123.62770,5579388
2021-02-23 11:00:00,123.64000,124.12000,123.43000,123.79000,4506149
2021-02-23 11:15:00,123.82750,123.85000,122.81000,123.02000,4623553
2021-02-23 11:30:00,123.01010,123.25000,122.41000,122.51000,4283820
2021-02-23 11:45:00,122.50000,122.59000,122.02000,122.14000,3299060
2021-02-23 12:00:00,122.12000,122.12000,121.37000,121.54500,4547977
2021-02-23 12:15:00,121.52000,122.53990,121.32000,122.43770,4310084
2021-02-23 12:30:00,122.42000,122.64000,121.55000,121.63510,3927912
2021-02-23 12:45:00,121.63500,122.80890,121.50000,122.15000,4886741
2021-02-23 13:00:00,122.14000,123.08000,121.92000,122.95000,3765512
2021-02-23 13:15:00,122.96000,123.75000,122.94000,123.54150,3496977
2021-02-23 13:30:00,123.56000,124.25000,123.46000,123.93030,3977478
2021-02-23 13:45:00,123.94000,124.60000,123.68010,124.41000,3390454
2021-02-23 14:00:00,124.40000,125.07000,124.25000,124.93500,4683436
2021-02-23 14:15:00,124.95000,125.19010,124.67000,124.76560,3692988
2021-02-23 14:30:00,124.77000,124.99000,124.40000,124.77000,2964479
2021-02-23 14:45:00,124.77500,125.65000,124.76690,125.63000,3433508
2021-02-23 15:00:00,125.64930,126.47000,125.47000,126.47000,5102397
2021-02-23 15:15:00,126.46000,126.70000,126.17000,126.65000,5329760
2021-02-23 15:30:00,126.64000,126.70500,125.90000,126.12000,4598370
2021-02-23 15:45:00,126.11000,126.42000,125.66000,125.85000,6089731
2021-02-24 09:30:00,125.25000,125.32000,123.58000,123.79000,12918556
2021-02-24 09:45:00,123.79000,124.37000,123.22000,123.37000,7299147
2021-02-24 10:00:00,123.37000,123.43000,122.23000,123.04000,8246275
2021-02-24 10:15:00,123.03000,124.07520,122.97220,124.01500,5294384
2021-02-24 10:30:00,124.02000,124.28000,123.50000,123.79000,4002767
2021-02-24 10:45:00,123.78500,124.48000,123.64000,124.26000,3437473
2021-02-24 11:00:00,124.25500,124.44000,123.95500,124.38000,3866688
2021-02-24 11:15:00,124.38000,124.93000,124.35010,124.56980,3319724
2021-02-24 11:30:00,124.56000,124.88000,124.15000,124.24010,2674954
2021-02-24 11:45:00,124.24930,124.90000,124.23000,124.52930,3328439
2021-02-24 12:00:00,124.52000,125.04980,124.52000,124.83000,3004768
2021-02-24 12:15:00,124.83000,125.11000,124.66000,125.10500,2942141
2021-02-24 12:30:00,125.11000,125.14000,124.67000,124.71080,2693377
2021-02-24 12:45:00,124.71000,124.94000,124.41000,124.43200,2664107
2021-02-24 13:00:00,124.44000,124.45000,123.95000,124.40010,3685213
2021-02-24 13:15:00,124.40000,124.59000,124.08000,124.45000,2223637
2021-02-24 13:30:00,124.47000,125.18500,124.43460,124.89930,3539273
2021-02-24 13:45:00,124.89000,125.03500,124.60500,124.92000,2376515
2021-02-24 14:00:00,124.92000,124.99000,124.32000,124.37930,2544908
2021-02-24 14:15:00,124.38000,124.63000,124.32000,124.46000,2050962
2021-02-24 14:30:00,124.47000,124.78000,124.28150,124.63960,1887935
2021-02-24 14:45:00,124.63590,124.64930,124.39000,124.45500,1996896
2021-02-24 15:00:00,124.46000,124.58000,124.21000,124.47500,2893720
2021-02-24 15:15:00,124.47500,124.93000,124.30000,124.93000,2768359
2021-02-24 15:30:00,124.92010,125.22000,124.72000,124.83500,4061238
2021-02-24 15:45:00,124.83000,125.56000,124.79000,125.32000,7061287
2021-02-25 09:30:00,124.62000,126.45850,124.21000,125.22920,9999689
2021-02-25 09:45:00,125.23500,125.98000,124.49000,124.58000,5600840
2021-02-25 10:00:00,124.63000,124.66000,123.61000,123.98000,6346751
2021-02-25 10:15:00,123.97000,124.58000,123.84000,124.02000,4073949
2021-02-25 10:30:00,124.03500,124.04040,123.37000,123.60000,5629402
2021-02-25 10:45:00,123.60000,124.02000,123.14000,123.99500,4566831
2021-02-25 11:00:00,123.99000,124.17000,123.60500,124.01150,2851248
2021-02-25 11:15:00,124.02010,124.23000,123.49000,123.69500,3159139
2021-02-25 11:30:00,123.69500,123.71500,123.05500,123.09000,3193597
2021-02-25 11:45:00,123.09500,123.13010,122.45000,122.59000,6152422
2021-02-25 12:00:00,122.59000,122.89000,122.13000,122.76000,5003247
2021-02-25 12:15:00,122.74000,122.79000,122.15000,122.26000,3790217
2021-02-25 12:30:00,122.25000,122.44000,121.85000,122.20000,5566429
2021-02-25 12:45:00,122.19990,122.54000,121.26000,121.28000,5242836
2021-02-25 13:00:00,121.28000,122.13000,120.76000,122.12000,7123465
2021-02-25 13:15:00,122.11000,122.62500,121.85000,122.12000,5012761
2021-02-25 13:30:00,122.11000,122.64000,121.76000,122.40120,3902635
2021-02-25 13:45:00,122.38000,122.45990,121.86000,122.18500,3185631
2021-02-25 14:00:00,122.17500,123.13000,122.05000,122.92000,3965731
2021-02-25 14:15:00,122.92000,123.43000,122.89500,123.15500,3493374
2021-02-25 14:30:00,123.15500,123.22000,122.28930,122.30500,3205649
2021-02-25 14:45:00,122.31500,122.57000,122.00000,122.06000,3309213
2021-02-25 15:00:00,122.05000,122.29000,121.41000,121.71000,4925771
2021-02-25 15:15:00,121.71000,121.82000,121.24000,121.32000,4973507
2021-02-25 15:30:00,121.32000,121.62000,120.54000,121.43990,7730836
2021-02-25 15:45:00,121.43000,122.03000,121.00000,121.01000,11367358
2021-02-26 09:30:00,122.84000,123.94990,122.00000,123.23990,13333638
2021-02-26 09:45:00,123.23000,123.65000,122.01000,122.31500,7318235
2021-02-26 10:00:00,122.32000,122.40000,121.31000,121.92300,8195396
2021-02-26 10:15:00,121.90010,122.86000,121.39000,121.50000,6395192
2021-02-26 10:30:00,121.47000,123.27000,121.40000,123.02000,6730584
2021-02-26 10:45:00,123.04500,124.11080,123.03500,123.84000,7013478
2021-02-26 11:00:00,123.83000,124.18000,123.21000,123.39000,5509361
2021-02-26 11:15:00,123.39500,123.58000,123.00000,123.49500,4155792
2021-02-26 11:30:00,123.51000,124.47500,123.41990,124.26500,4480773
2021-02-26 11:45:00,124.26000,124.38000,123.75000,124.36000,3504802
2021-02-26 12:00:00,124.35000,124.64000,123.73000,124.57000,4148334
2021-02-26 12:15:00,124.57000,124.76000,124.13000,124.19500,3300071
2021-02-26 12:30:00,124.20000,124.40990,123.74000,123.83990,2631846
2021-02-26 12:45:00,123.85000,124.21000,123.59000,123.68000,2885162
2021-02-26 13:00:00,123.68500,123.86010,123.25500,123.70120,2923251
2021-02-26 13:15:00,123.72500,124.32000,123.61000,124.27000,2317966
2021-02-26 13:30:00,124.29000,124.35000,123.46000,123.73080,2817183
2021-02-26 13:45:00,123.73000,123.92000,122.76000,123.06000,4231472
2021-02-26 14:00:00,123.07000,123.40000,122.80000,123.25530,3433272
2021-02-26 14:15:00,123.26000,123.42000,122.78000,123.04990,3476051
2021-02-26 14:30:00,123.03000,123.59250,122.90000,123.12500,3620662
2021-02-26 14:45:00,123.15500,123.68000,123.13000,123.59000,3068814
2021-02-26 15:00:00,123.58500,124.20000,123.58500,123.92000,3641566
2021-02-26 15:15:00,123.92000,124.34000,123.58000,123.64000,4422437
2021-02-26 15:30:00,123.63000,124.33000,123.49000,124.18000,4581500
2021-02-26 15:45:00,124.19000,124.85000,121.20000,121.20000,17724659
2021-03-01 09:30:00,123.78000,124.08000,122.79000,123.94990,12734428
2021-03-01 09:45:00,124.17000,124.84000,123.51000,124.81010,7742637
2021-03-01 10:00:00,124.82000,125.11000,124.50010,124.58000,5541348
2021-03-01 10:15:00,124.59000,125.25000,124.51000,125.08500,4744633
2021-03-01 10:30:00,125.08500,125.24000,124.88010,125.17000,3254429
2021-03-01 10:45:00,125.19000,125.72000,125.09000,125.61220,4590389
2021-03-01 11:00:00,125.63000,125.95080,125.42500,125.89000,4187927
2021-03-01 11:15:00,125.90000,126.15000,125.82060,125.87990,3837996
2021-03-01 11:30:00,125.88000,126.04000,125.78990,126.03990,3505075
2021-03-01 11:45:00,126.03130,126.60000,125.97000,126.54000,3672682
2021-03-01 12:00:00,126.54000,126.62000,126.04500,126.07000,3047217
2021-03-01 12:15:00,126.06500,126.37000,125.83000,126.23000,3284883
2021-03-01 12:30:00,126.24000,126.33000,126.08000,126.28000,1971353
2021-03-01 12:45:00,126.29000,126.40000,125.95000,126.16500,2045434
2021-03-01 13:00:00,126.16500,126.20000,125.67000,125.86500,2295870
2021-03-01 13:15:00,125.86080,126.27000,125.75000,126.20930,2172873
2021-03-01 13:30:00,126.20000,126.50500,126.09000,126.47990,2154015
2021-03-01 13:45:00,126.47600,126.55500,126.26000,126.35000,1997034
2021-03-01 14:00:00,126.36000,127.18000,126.28160,127.12930,3752651
2021-03-01 14:15:00,127.13000,127.23000,126.99080,127.10500,3180002
2021-03-01 14:30:00,127.11000,127.48000,126.91000,127.44000,3218990
2021-03-01 14:45:00,127.44070,127.74000,127.33000,127.57500,3335311
2021-03-01 15:00:00,127.59000,127.72000,127.36000,127.44000,3331264
2021-03-01 15:15:00,127.44000,127.68000,127.29000,127.55500,3034490
2021-03-01 15:30:00,127.56500,127.68000,127.36000,127.45160,3715403
2021-03-01 15:45:00,127.46000,127.93000,127.27000,127.79000,7969266
2021-03-02 09:30:00,128.39999,128.72000,126.44000,126.91980,11534426
2021-03-02 09:45:00,126.93000,127.13000,126.19000,126.73000,6761453
2021-03-02 10:00:00,126.73500,127.19840,126.54100,126.65500,4687855
2021-03-02 10:15:00,126.65500,126.93000,125.98000,126.06990,4519318
2021-03-02 10:30:00,126.07000,126.43000,125.78000,125.89970,4357853
2021-03-02 10:45:00,125.88000,126.34030,125.73000,126.13000,3172543
2021-03-02 11:00:00,126.12000,126.44000,125.87000,126.10770,2872137
2021-03-02 11:15:00,126.11000,126.13000,125.50000,125.96000,3926772
2021-03-02 11:30:00,125.96000,126.03980,125.46500,125.67990,3330833
2021-03-02 11:45:00,125.68000,126.01800,125.52000,125.82000,2508040
2021-03-02 12:00:00,125.82000,126.21000,125.72080,125.89080,2758077
2021-03-02 12:15:00,125.89500,126.25000,125.87000,126.09000,2557132
2021-03-02 12:30:00,126.09000,126.67500,126.07000,126.49500,2333414
2021-03-02 12:45:00,126.50080,126.61080,126.07000,126.16500,2075266
2021-03-02 13:00:00,126.17000,126.40080,126.10000,126.38080,1709144
2021-03-02 13:15:00,126.38500,126.42000,125.99500,126.13000,1877803
2021-03-02 13:30:00,126.13000,126.37000,126.10000,126.17500,2016757
2021-03-02 13:45:00,126.16000,126.28080,125.95000,125.98000,1788049
2021-03-02 14:00:00,125.98000,126.17000,125.63000,125.69000,2534677
2021-03-02 14:15:00,125.69000,126.01990,125.58500,125.65000,2331402
2021-03-02 14:30:00,125.65000,125.93000,125.59000,125.72500,1836673
2021-03-02 14:45:00,125.73000,126.20020,125.71500,126.02000,2247260
2021-03-02 15:00:00,126.01310,126.31000,125.96000,125.96000,2235047
2021-03-02 15:15:00,125.99000,126.00000,125.48000,125.59000,3484927
2021-03-02 15:30:00,125.59840,125.79500,125.22000,125.46500,3851371
2021-03-02 15:45:00,125.46160,125.98010,125.01500,125.16010,7620938
2021-03-03 09:30:00,124.75000,125.71000,124.01000,124.29010,9940850
2021-03-03 09:45:00,124.30000,124.44000,123.75000,124.00000,5848786
2021-03-03 10:00:00,124.00000,124.17000,123.34000,123.38000,5110966
2021-03-03 10:15:00,123.37000,123.92000,123.11160,123.71000,5063881
2021-03-03 10:30:00,123.58000,124.30990,123.46000,123.84000,4245362
2021-03-03 10:45:00,123.83000,124.70000,123.67500,124.63240,4105780
2021-03-03 11:00:00,124.63000,124.73000,124.43000,124.50500,2579522
2021-03-03 11:15:00,124.50500,124.78000,124.21000,124.77930,2809990
2021-03-03 11:30:00,124.77000,124.92000,124.30500,124.39000,2517267
2021-03-03 11:45:00,124.40000,124.54500,124.02000,124.05930,2346607
2021-03-03 12:00:00,124.07000,124.46540,123.95160,124.41500,2408877
2021-03-03 12:15:00,124.41990,124.42500,123.93000,124.03500,1968445
2021-03-03 12:30:00,124.03000,124.13500,123.57500,123.66000,2634464
2021-03-03 12:45:00,123.68500,123.92000,123.45000,123.47000,2287895
2021-03-03 13:00:00,123.45000,123.69000,123.35000,123.50000,2354970
2021-03-03 13:15:00,123.50000,124.17000,123.45000,123.89000,2490373
2021-03-03 13:30:00,123.85000,123.85000,123.29000,123.31000,2780395
2021-03-03 13:45:00,123.33000,123.37000,122.93000,123.14000,4057517
2021-03-03 14:00:00,123.14500,123.21000,122.71500,122.87000,3791626
2021-03-03 14:15:00,122.86000,122.87000,122.16000,122.25000,4334168
2021-03-03 14:30:00,122.25000,122.68000,121.93000,122.53000,4674379
2021-03-03 14:45:00,122.53000,122.93000,122.14000,122.81000,3620153
2021-03-03 15:00:00,122.80970,122.96000,122.57000,122.66010,3019001
2021-03-03 15:15:00,122.66160,122.71000,122.13000,122.48200,3377573
2021-03-03 15:30:00,122.49000,122.84000,122.27000,122.78000,3653753
2021-03-03 15:45:00,122.79000,122.95000,122.00000,122.06000,7986852
2021-03-04 09:30:00,121.71100,123.60000,121.70000,122.13500,11001568
2021-03-04 09:45:00,122.14000,122.31000,120.65000,120.94500,8858744
2021-03-04 10:00:00,120.94500,121.26000,120.32000,121.09000,7516603
2021-03-04 10:15:00,121.08000,121.51000,120.48400,121.43000,5932799
2021-03-04 10:30:00,121.41000,122.58000,121.09000,122.42000,5808571
2021-03-04 10:45:00,122.42000,123.00000,121.91000,122.81000,6031667
2021-03-04 11:00:00,122.82000,123.27000,122.08000,122.08010,4232961
2021-03-04 11:15:00,122.09500,122.64000,121.97000,122.19000,3767822
2021-03-04 11:30:00,122.19500,123.00000,122.13930,122.88000,3619145
2021-03-04 11:45:00,122.87000,123.18000,122.40000,122.54060,3115704
2021-03-04 12:00:00,122.55000,123.05000,121.80000,121.90500,4209507
2021-03-04 12:15:00,121.90500,122.48000,120.68000,121.27000,6375711
2021-03-04 12:30:00,121.27000,121.47500,120.43000,120.86000,5193531
2021-03-04 12:45:00,120.85500,120.90770,120.00000,120.39000,8111036
2021-03-04 13:00:00,120.39000,120.71000,119.83500,119.88000,6127848
2021-03-04 13:15:00,119.87060,120.59000,119.63000,120.53930,6063114
2021-03-04 13:30:00,120.53000,120.56000,119.77000,119.94240,4754932
2021-03-04 13:45:00,119.94000,120.00000,118.69000,118.75070,7486664
2021-03-04 14:00:00,118.76000,119.70000,118.62000,119.47000,5456964
2021-03-04 14:15:00,119.46000,120.43500,119.20000,120.19000,5844397
2021-03-04 14:30:00,120.18000,120.53000,119.83000,120.52990,4568447
2021-03-04 14:45:00,120.49000,120.86000,120.04000,120.35000,4799921
2021-03-04 15:00:00,120.31000,120.51000,119.62000,119.87010,5109328
2021-03-04 15:15:00,119.87000,120.13000,119.51000,119.96000,4413977
2021-03-04 15:30:00,119.94000,120.30000,119.56000,120.14500,6216863
2021-03-04 15:45:00,120.15000,120.39000,119.67000,120.22000,10613737
2021-03-05 09:30:00,121.10000,121.31000,119.48000,119.95000,13165055
2021-03-05 09:45:00,119.95000,120.18000,118.62000,119.15000,8821080
2021-03-05 10:00:00,119.15000,120.02000,118.73000,118.82000,6707538
2021-03-05 10:15:00,118.80000,119.40000,118.54110,118.77000,6739698
2021-03-05 10:30:00,118.78000,119.40000,118.38000,119.04000,7382399
2021-03-05 10:45:00,119.04000,119.82000,118.75000,118.94000,5219127
2021-03-05 11:00:00,118.95000,119.31540,118.27000,118.31000,4919770
2021-03-05 11:15:00,118.32000,118.45000,117.58000,117.72000,7196523
2021-03-05 11:30:00,117.74000,118.60000,117.74000,118.45000,4288690
2021-03-05 11:45:00,118.43000,119.07000,117.84000,119.00000,5485822
2021-03-05 12:00:00,119.02000,119.09970,118.55990,118.74000,4465281
2021-03-05 12:15:00,118.72000,119.57990,118.60000,119.42500,4240520
2021-03-05 12:30:00,119.43000,119.65000,118.85400,119.57000,4248392
2021-03-05 12:45:00,119.56000,119.71000,119.01500,119.21000,4133883
2021-03-05 13:00:00,119.20000,119.34000,118.46000,119.30500,4451788
2021-03-05 13:15:00,119.30000,119.99000,119.21200,119.94000,4178391
2021-03-05 13:30:00,119.94020,120.70000,119.87000,120.29000,5068736
2021-03-05 13:45:00,120.29000,120.53000,119.90000,120.28000,3714891
2021-03-05 14:00:00,120.28100,120.45000,119.78930,120.05940,3916479
2021-03-05 14:15:00,120.07000,120.51000,119.64000,120.47000,3481760
2021-03-05 14:30:00,120.48000,121.08340,120.47000,120.79990,3299245
2021-03-05 14:45:00,120.80000,121.46850,120.68000,121.33010,3389134
2021-03-05 15:00:00,121.34000,121.54500,120.86000,121.10000,3734330
2021-03-05 15:15:00,121.10500,121.42000,120.91500,121.22990,4310113
2021-03-05 15:30:00,121.23000,121.65000,121.11000,121.36000,4437039
2021-03-05 15:45:00,121.37000,121.92000,121.01820,121.23000,9793458
2021-03-08 09:30:00,120.92000,121.00000,118.86000,119.60000,14541224
2021-03-08 09:45:00,119.59000,119.80000,118.26000,118.47000,9001172
2021-03-08 10:00:00,118.46000,119.07000,118.06000,118.90500,7601550
2021-03-08 10:15:00,118.89930,119.31500,118.56000,119.00000,6138403
2021-03-08 10:30:00,119.02000,119.48000,118.71200,119.01000,5343549
2021-03-08 10:45:00,119.01000,119.16000,118.50000,118.63500,5123449
2021-03-08 11:00:00,118.63500,119.00000,118.23000,118.25000,5283427
2021-03-08 11:15:00,118.24500,118.78840,118.16500,118.66930,3806203
2021-03-08 11:30:00,118.31000,118.41000,117.79500,117.88000,6911933
2021-03-08 11:45:00,117.88650,117.96000,117.63000,117.63000,4950647
2021-03-08 12:00:00,117.64000,117.84000,117.47000,117.62500,5160699
2021-03-08 12:15:00,117.64500,118.26000,117.41000,118.21500,4244159
2021-03-08 12:30:00,118.21000,118.25000,117.97000,118.00000,2827823
2021-03-08 12:45:00,118.00000,118.25950,117.72000,117.73000,3120972
2021-03-08 13:00:00,117.73000,118.17000,117.66000,118.10500,3305358
2021-03-08 13:15:00,118.10500,118.25000,118.01000,118.17350,2577845
2021-03-08 13:30:00,118.17500,118.22000,117.63500,117.65500,3602604
2021-03-08 13:45:00,117.66000,117.74000,116.76000,116.81000,6208424
2021-03-08 14:00:00,116.80000,117.46000,116.78000,117.29500,4723027
2021-03-08 14:15:00,117.30000,117.55000,117.08000,117.51500,3143709
2021-03-08 14:30:00,117.52000,117.81500,117.20000,117.27000,3182346
2021-03-08 14:45:00,117.28000,117.34500,116.97000,117.24000,3629510
2021-03-08 15:00:00,117.24000,117.24500,116.72000,116.94500,5013430
2021-03-08 15:15:00,116.94500,117.06000,116.65000,116.81000,4170016
2021-03-08 15:30:00,116.81500,117.33000,116.79000,117.29000,5251761
2021-03-08 15:45:00,117.29000,117.39000,116.21000,116.40000,10827093
2021-03-09 09:30:00,119.33990,119.58000,118.79000,118.93000,16096165
2021-03-09 09:45:00,118.94000,120.48000,118.93000,120.28000,8895690
2021-03-09 10:00:00,120.28000,120.89000,120.27000,120.42000,7456180
2021-03-09 10:15:00,120.43000,121.55770,120.43000,121.32990,7492454
2021-03-09 10:30:00,121.31500,121.37000,120.56000,120.64780,5152027
2021-03-09 10:45:00,120.64000,120.74000,120.07000,120.27990,5085614
